Taxonomy,Taxon_ID,target.gene,BRC.ID,Superclass,Class,Subclass,Gene_Name,EC.number,Accession,Alt.Locus.Tag,Feature.ID,Feature.Type,Start,End,Length.1,Strand.x,FIGfam.ID,PATRIC.genus.specific.families..PLfams.,PATRIC.cross.genus.families..PGfams.,Protein.ID,AA.Length,Patric_Product,GO
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2226,fig|83332.111.peg.2476,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2476,PATRIC.83332.111.CP003248.CDS.2498840.2500381.fwd,CDS,2498840,2500381,1542,+,FIG01358020,PLF_1763_00000662,PGF_02422603,AFN50176.1,513,CHAD domain containing protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2850c,fig|83332.111.peg.3169,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3169,PATRIC.83332.111.CP003248.CDS.3158175.3160064.rev,CDS,3158175,3160064,1890,-,FIG00003696,PLF_1763_00000247,PGF_00417645,AFN50829.1,629,ChlI component of cobalt chelatase involved in B12 biosynthesis / ChlD component of cobalt chelatase involved in B12 biosynthesis,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0143c,fig|83332.111.peg.164,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0164,PATRIC.83332.111.CP003248.CDS.168702.170180.rev,CDS,168702,170180,1479,-,FIG00731882,PLF_1763_00002349,PGF_08147022,AFN47991.1,492,Chloride channel protein,GO:0005247|voltage-gated chloride channel activity;GO:0006821|chloride transport;GO:0016020|membrane
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3813c,fig|83332.111.peg.4239,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4239,PATRIC.83332.111.CP003248.CDS.4278572.4279381.rev,CDS,4278572,4279381,810,-,FIG01362030,PLF_1763_00001160,PGF_03993594,AFN51839.1,269,Cof family hydrolase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2840c,fig|83332.111.peg.3159,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3159,PATRIC.83332.111.CP003248.CDS.3147969.3148235.rev,CDS,3147969,3148235,267,-,FIG00001133,PLF_1763_00002185,PGF_00415631,AFN50819.1,88,COG2740: Predicted nucleic-acid-binding protein implicated in transcription termination,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0140,fig|83332.111.peg.161,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0161,PATRIC.83332.111.CP003248.CDS.166908.167288.fwd,CDS,166908,167288,381,+,FIG00822461,PLF_1763_00002874,PGF_03158251,AFN47988.1,126,COGs COG2343,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3074,fig|83332.111.peg.3425,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3425,PATRIC.83332.111.CP003248.CDS.3436776.3438050.fwd,CDS,3436776,3438050,1275,+,FIG01369934,PLF_1763_00001355,PGF_00415862,AFN51064.1,424,CONSERVED 13E12 REPEAT FAMILY PROTEIN,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1158c,fig|83332.111.peg.1297,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1297,PATRIC.83332.111.CP003248.CDS.1284184.1284867.rev,CDS,1284184,1284867,684,-,FIG00821598,PLF_1763_00002499,PGF_02409176,AFN49061.1,227,Conserved alanine and proline rich protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3439c,fig|83332.111.peg.3834,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3834,PATRIC.83332.111.CP003248.CDS.3858439.3859842.rev,CDS,3858439,3859842,1404,-,FIG00821364,PLF_1763_00003249,PGF_02411658,AFN51457.1,467,Conserved alanine and proline rich protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3521,fig|83332.111.peg.3922,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3922,PATRIC.83332.111.CP003248.CDS.3957607.3958611.fwd,CDS,3957607,3958611,1005,+,FIG00820395,PLF_1763_00000852,PGF_00070156,AFN51538.1,334,conserved protein associated with acetyl-CoA C-acyltransferase / conserved protein associated with acetyl-CoA C-acyltransferase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0164,fig|83332.111.peg.191,,Unknown,Hypothetical protein,TB18.5,,CP003248,VBIMycTub226894_0191,PATRIC.83332.111.CP003248.CDS.193669.194109.fwd,CDS,193669,194109,441,+,FIG00820954,PLF_1763_00356735,PGF_00419888,AFN48013.1,146,Cyclase/dehydrase family protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0075,fig|83332.111.peg.87,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0087,PATRIC.83332.111.CP003248.CDS.83993.85165.fwd,CDS,83993,85165,1173,+,FIG00821993,PLF_1763_00002135,PGF_03133617,AFN47919.1,390,"Cystathionine beta-lyase, type II (EC 4.4.1.8)",GO:0004121|cystathionine beta-lyase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2294,fig|83332.111.peg.2548,,Unknown,Hypothetical protein,,4.4.1.13,CP003248,VBIMycTub226894_2548,PATRIC.83332.111.CP003248.CDS.2565337.2566560.fwd,CDS,2565337,2566560,1224,+,FIG01371925,PLF_1763_00002073,PGF_03133617,AFN50248.1,407,"Cystathionine beta-lyase, type II (EC 4.4.1.8)",GO:0004121|cystathionine beta-lyase activity
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2053c,fig|83332.111.peg.2289,,Unknown,Hypothetical protein,fxsA,,CP003248,VBIMycTub226894_2289,PATRIC.83332.111.CP003248.CDS.2312530.2313060.rev,CDS,2312530,2313060,531,-,FIG00544483,PLF_1763_00003099,PGF_10547192,AFN49994.1,176,Cytoplasmic membrane protein FsxA,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1491c,fig|83332.111.peg.1660,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1660,PATRIC.83332.111.CP003248.CDS.1681214.1681972.rev,CDS,1681214,1681972,759,-,FIG00027618,PLF_1763_00008488,PGF_00422706,AFN49405.1,252,DedA family protein paralog,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2637,fig|83332.111.peg.2941,,Unknown,Hypothetical protein,dedA,,CP003248,VBIMycTub226894_2941,PATRIC.83332.111.CP003248.CDS.2963596.2964252.fwd,CDS,2963596,2964252,657,+,FIG00002761,PLF_1763_00002096,PGF_03666399,AFN50610.1,218,DedA protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0364,fig|83332.111.peg.403,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0403,PATRIC.83332.111.CP003248.CDS.442396.443079.fwd,CDS,442396,443079,684,+,FIG00002761,PLF_1763_00001494,PGF_08055739,AFN48219.1,227,DedA protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1371,fig|83332.111.peg.1531,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1531,PATRIC.83332.111.CP003248.CDS.1543449.1544834.fwd,CDS,1543449,1544834,1386,+,FIG00864191,PLF_1763_00000091,PGF_00422980,AFN49280.1,461,Desaturase-related protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2054,fig|83332.111.peg.2290,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2290,PATRIC.83332.111.CP003248.CDS.2313133.2313846.fwd,CDS,2313133,2313846,714,+,FIG01379580,PLF_1763_00001772,PGF_02280536,AFN49995.1,237,Dienelactone hydrolase family protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3773c,fig|83332.111.peg.4197,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4197,PATRIC.83332.111.CP003248.CDS.4218419.4219003.rev,CDS,4218419,4219003,585,-,FIG00003845,PLF_1763_00008122,PGF_08196685,AFN51799.1,194,DinB domain,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0894,fig|83332.111.peg.990,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0990,PATRIC.83332.111.CP003248.CDS.996599.997708.fwd,CDS,996599,997708,1110,+,FIG01311101,PLF_1763_00002802,PGF_01082986,AFN48776.1,369,Disease resistance domain-containing protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2310,fig|83332.111.peg.2573,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2573,PATRIC.83332.111.CP003248.CDS.2583448.2583789.fwd,CDS,2583448,2583789,342,+,FIG01311529,PLF_1763_00003295,PGF_00421186,AFN50272.1,113,"DNA binding domain, excisionase family",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1582c,fig|83332.111.peg.1760,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1760,PATRIC.83332.111.CP003248.CDS.1784504.1785922.rev,CDS,1784504,1785922,1419,-,FIG00774766,PLF_1763_00004266,PGF_05710538,AFN49500.1,472,"DNA primase, phage associated",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3486,fig|83332.111.peg.3883,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3883,PATRIC.83332.111.CP003248.CDS.3905996.3906400.fwd,CDS,3905996,3906400,405,+,FIG01956215,PLF_1763_00003411,PGF_00423833,AFN51504.1,134,DoxX family protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3073c,fig|83332.111.peg.3424,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3424,PATRIC.83332.111.CP003248.CDS.3436326.3436682.rev,CDS,3436326,3436682,357,-,FIG01310523,PLF_1763_00198927,PGF_09353053,AFN51063.1,118,DUF488 family protein SAV0238,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3363c,fig|83332.111.peg.3752,Regulation And Cell Signaling,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3752,PATRIC.83332.111.CP003248.CDS.3774307.3774696.rev,CDS,3774307,3774696,390,-,FIG00821263,PLF_1763_00041093,PGF_00146880,AFN51374.1,129,"DUF742 protein, component of G-protein-coupled receptor (GPCR) system",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1004c,fig|83332.111.peg.1115,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1115,PATRIC.83332.111.CP003248.CDS.1120893.1122101.rev,CDS,1120893,1122101,1209,-,FIG01348520,PLF_1763_00003781,PGF_00985994,AFN48894.1,402,elastin,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2529,fig|83332.111.peg.2828,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2828,PATRIC.83332.111.CP003248.CDS.2853326.2854276.fwd,CDS,2853326,2854276,951,+,FIG01329915,PLF_1763_00003532,PGF_00424026,AFN50498.1,316,ERCC4-type nuclease,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1898,fig|83332.111.peg.2111,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2111,PATRIC.83332.111.CP003248.CDS.2144953.2145255.fwd,CDS,2144953,2145255,303,+,FIG01312625,PLF_1763_00058635,PGF_00425228,AFN49830.1,100,ExtraCellular Mutant; Ecm15p,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1360,fig|83332.111.peg.1518,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1518,PATRIC.83332.111.CP003248.CDS.1531354.1532376.fwd,CDS,1531354,1532376,1023,+,FIG01321859,PLF_1763_00006697,PGF_00425455,AFN49269.1,340,F420-dependent oxidoreductase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1155,fig|83332.111.peg.1292,,Unknown,Hypothetical protein,,1.-.-.-,CP003248,VBIMycTub226894_1292,PATRIC.83332.111.CP003248.CDS.1281434.1281877.fwd,CDS,1281434,1281877,444,+,FIG01337117,PLF_1763_00001664,PGF_10325150,AFN49056.1,147,"F420H2-dependent reductase, Rv1155",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2280,fig|83332.111.peg.2534,,Unknown,Hypothetical protein,,1.-.-.-,CP003248,VBIMycTub226894_2534,PATRIC.83332.111.CP003248.CDS.2551570.2552949.fwd,CDS,2551570,2552949,1380,+,FIG00821376,PLF_1763_00221220,PGF_02917897,AFN50234.1,459,FAD/FMN-containing dehydrogenase,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3719,fig|83332.111.peg.4135,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4135,PATRIC.83332.111.CP003248.CDS.4162520.4163896.fwd,CDS,4162520,4163896,1377,+,FIG00453123,PLF_1763_00000551,PGF_01356877,AFN51740.1,458,FAD/FMN-containing dehydrogenase Mvan_5531,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2777c,fig|83332.111.peg.3090,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3090,PATRIC.83332.111.CP003248.CDS.3084495.3085412.rev,CDS,3084495,3085412,918,-,FIG01341765,PLF_1763_00000133,PGF_00425624,AFN50752.1,305,FF domain protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1324,fig|83332.111.peg.1479,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1479,PATRIC.83332.111.CP003248.CDS.1487200.1488081.fwd,CDS,1487200,1488081,882,+,FIG00000875,PLF_1763_00129898,PGF_03863088,AFN49231.1,293,FIG000875: Thioredoxin domain-containing protein EC-YbbN,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0448c,fig|83332.111.peg.489,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0489,PATRIC.83332.111.CP003248.CDS.536507.537238.rev,CDS,536507,537238,732,-,FIG01306636,PLF_1763_00298435,PGF_06149846,AFN48303.1,243,FIG001571: Hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1072,fig|83332.111.peg.1194,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1194,PATRIC.83332.111.CP003248.CDS.1196284.1197120.fwd,CDS,1196284,1197120,837,+,FIG00662132,PLF_1763_00000988,PGF_00426606,AFN48968.1,278,FIG00543890: possible membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1045,fig|83332.111.peg.1162,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1162,PATRIC.83332.111.CP003248.CDS.1167677.1168558.fwd,CDS,1167677,1168558,882,+,FIG00821114,PLF_1763_00000097,PGF_00427121,AFN48937.1,293,FIG00645039: hypothetical protein with HTH-domain,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2345,fig|83332.111.peg.2615,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2615,PATRIC.83332.111.CP003248.CDS.2623831.2625813.fwd,CDS,2623831,2625813,1983,+,FIG01121868,PLF_1763_00336993,PGF_01199781,AFN50308.1,660,FIG00810015: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2927c,fig|83332.111.peg.3257,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3257,PATRIC.83332.111.CP003248.CDS.3241232.3241969.rev,CDS,3241232,3241969,738,-,FIG00534428,PLF_1763_00001111,PGF_00406542,AFN50910.1,245,FIG00814129: Possible chaperone,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3785,fig|83332.111.peg.4209,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4209,PATRIC.83332.111.CP003248.CDS.4231531.4232571.fwd,CDS,4231531,4232571,1041,+,FIG00030688,PLF_1763_00000079,PGF_02419140,AFN51811.1,346,FIG00817506: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1101c,fig|83332.111.peg.1228,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1228,PATRIC.83332.111.CP003248.CDS.1229396.1230553.rev,CDS,1229396,1230553,1158,-,FIG00818075,PLF_1763_00013597,PGF_00000544,AFN48999.1,385,FIG00818075: possible membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3604c,fig|83332.111.peg.4013,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4013,PATRIC.83332.111.CP003248.CDS.4046482.4047675.rev,CDS,4046482,4047675,1194,-,FIG00819990,PLF_1763_00153762,PGF_10266684,AFN51622.1,397,FIG00819990: Possible membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1804c,fig|83332.111.peg.2009,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2009,PATRIC.83332.111.CP003248.CDS.2047030.2047356.rev,CDS,2047030,2047356,327,-,FIG00819991,PLF_1763_00245886,PGF_00685472,AFN49733.1,108,FIG00819992: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1810,fig|83332.111.peg.2014,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2014,PATRIC.83332.111.CP003248.CDS.2052982.2053296.fwd,CDS,2052982,2053296,315,+,FIG00819991,PLF_1763_00004725,PGF_01073492,AFN49739.1,104,FIG00819992: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1693,fig|83332.111.peg.1881,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1881,PATRIC.83332.111.CP003248.CDS.1917763.1917939.fwd,CDS,1917763,1917939,177,+,FIG00820005,PLF_1763_00002823,PGF_00000554,AFN49614.1,58,FIG00820006: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2253,fig|83332.111.peg.2507,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2507,PATRIC.83332.111.CP003248.CDS.2527994.2528497.fwd,CDS,2527994,2528497,504,+,FIG00820041,PLF_1763_00002930,PGF_02410831,AFN50205.1,167,FIG00820044: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3906c,fig|83332.111.peg.4350,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4350,PATRIC.83332.111.CP003248.CDS.4391275.4391784.rev,CDS,4391275,4391784,510,-,FIG00820045,PLF_1763_00002047,PGF_00000556,AFN51936.1,169,FIG00820046: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2728c,fig|83332.111.peg.3033,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3033,PATRIC.83332.111.CP003248.CDS.3040776.3041471.rev,CDS,3040776,3041471,696,-,FIG00820084,PLF_1763_00003379,PGF_00000557,AFN50701.1,231,FIG00820085: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1638A,fig|83332.111.peg.1823,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1823,PATRIC.83332.111.CP003248.CDS.1846723.1846980.rev,CDS,1846723,1846980,258,-,FIG00820126,PLF_1763_00007361,PGF_00888667,AFN49558.1,85,FIG00820127: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2844,fig|83332.111.peg.3163,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3163,PATRIC.83332.111.CP003248.CDS.3150723.3151211.fwd,CDS,3150723,3151211,489,+,FIG00820360,PLF_1763_00003071,PGF_00000569,AFN50823.1,162,FIG00820361: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0495c,fig|83332.111.peg.544,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0544,PATRIC.83332.111.CP003248.CDS.585427.586197.rev,CDS,585427,586197,771,-,FIG01122968,PLF_1763_00000989,PGF_02446202,AFN48355.1,256,FIG00820527: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0762c,fig|83332.111.peg.845,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0845,PATRIC.83332.111.CP003248.CDS.855928.856473.rev,CDS,855928,856473,546,-,FIG00820531,PLF_1763_00384661,PGF_00000572,AFN48638.1,181,FIG00820532: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1780,fig|83332.111.peg.1985,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1985,PATRIC.83332.111.CP003248.CDS.2014706.2015269.fwd,CDS,2014706,2015269,564,+,FIG00820555,PLF_1763_00002045,PGF_00914371,AFN49709.1,187,FIG00820556: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3706c,fig|83332.111.peg.4122,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4122,PATRIC.83332.111.CP003248.CDS.4149769.4150080.rev,CDS,4149769,4150080,312,-,FIG00820598,PLF_1763_00003847,PGF_02387712,AFN51726.1,103,FIG00820599: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3587c,fig|83332.111.peg.3997,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3997,PATRIC.83332.111.CP003248.CDS.4029147.4029941.rev,CDS,4029147,4029941,795,-,FIG00820635,PLF_1763_00011033,PGF_00000578,AFN51606.1,264,FIG00820636: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1883c,fig|83332.111.peg.2093,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2093,PATRIC.83332.111.CP003248.CDS.2133238.2133699.rev,CDS,2133238,2133699,462,-,FIG00820652,PLF_1763_00001305,PGF_00000580,AFN49812.1,153,FIG00820653: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3669,fig|83332.111.peg.4080,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_4080,PATRIC.83332.111.CP003248.CDS.4111005.4111523.fwd,CDS,4111005,4111523,519,+,FIG01123008,PLF_1763_00009207,PGF_03123218,AFN51686.1,172,FIG00820727: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0476,fig|83332.111.peg.522,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0522,PATRIC.83332.111.CP003248.CDS.566499.566774.fwd,CDS,566499,566774,276,+,FIG00820769,PLF_1763_00001721,PGF_02404941,AFN48335.1,91,FIG00820770: hypothetical membrane protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2134c,fig|83332.111.peg.2378,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_2378,PATRIC.83332.111.CP003248.CDS.2394658.2395245.rev,CDS,2394658,2395245,588,-,FIG00945361,PLF_1763_00001663,PGF_02404795,AFN50080.1,195,FIG00820819: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3235,fig|83332.111.peg.3613,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3613,PATRIC.83332.111.CP003248.CDS.3611387.3611938.fwd,CDS,3611387,3611938,552,+,FIG00820823,PLF_1763_00016778,PGF_00000587,AFN51240.1,183,FIG00820824: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2827c,fig|83332.111.peg.3143,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3143,PATRIC.83332.111.CP003248.CDS.3134606.3135490.rev,CDS,3134606,3135490,885,-,FIG00820906,PLF_1763_00002988,PGF_02990209,AFN50805.1,294,FIG00820907: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3207c,fig|83332.111.peg.3580,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3580,PATRIC.83332.111.CP003248.CDS.3583797.3584654.rev,CDS,3583797,3584654,858,-,FIG01121703,PLF_1763_00001029,PGF_02426433,AFN51207.1,285,FIG00820929: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0201c,fig|83332.111.peg.231,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0231,PATRIC.83332.111.CP003248.CDS.237892.238395.rev,CDS,237892,238395,504,-,FIG00821047,PLF_1763_00148266,PGF_00000595,AFN48052.1,167,"FIG00821048: hypothetical protein, Rv0201c",
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_3395c,fig|83332.111.peg.3783,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3783,PATRIC.83332.111.CP003248.CDS.3811202.3811816.rev,CDS,3811202,3811816,615,-,FIG00821107,PLF_1763_00002007,PGF_00000596,AFN51408.1,204,FIG00821108: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_0459,fig|83332.111.peg.503,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_0503,PATRIC.83332.111.CP003248.CDS.551201.551692.fwd,CDS,551201,551692,492,+,FIG00821441,PLF_1763_00003002,PGF_00000610,AFN48317.1,163,FIG00821442: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_2695,fig|83332.111.peg.3001,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_3001,PATRIC.83332.111.CP003248.CDS.3011926.3012633.fwd,CDS,3011926,3012633,708,+,FIG00821556,PLF_1763_00003296,PGF_00000613,AFN50668.1,235,FIG00821557: hypothetical protein,
Mycobacterium tuberculosis H37Rv (Broad),83332,RVBD_1779c,fig|83332.111.peg.1983,,Unknown,Hypothetical protein,,,CP003248,VBIMycTub226894_1983,PATRIC.83332.111.CP003248.CDS.2012693.2014486.rev,CDS,2012693,2014486,1794,-,FIG00821636,PLF_1763_00087193,PGF_02530359,AFN49708.1,597,FIG00821637: hypothetical protein,
